User Name,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Well,Well Position,Omit,Sample Name,Target Name,Task,Reporter,Quencher,CT,Ct Mean,Ct SD,Quantity,Quantity Mean,Quantity SD,Y-Intercept,R(superscript 2),Slope,Efficiency,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Amp Status,Comments,Cq Conf
1,A1,0,AiW001-2-IPSC,ACTB,UNKNOWN,VIC,NFQ-MGB,19.619,19.623,0.012,7.698,7.679,0.055,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.989
2,A2,0,AiW001-2-IPSC,ACTB,UNKNOWN,VIC,NFQ-MGB,19.614,19.623,0.012,7.722,7.679,0.055,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.986
3,A3,0,AiW001-2-IPSC,ACTB,UNKNOWN,VIC,NFQ-MGB,19.637,19.623,0.012,7.617,7.679,0.055,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.985
4,A4,0,AJC001-5-IPSC,ACTB,UNKNOWN,VIC,NFQ-MGB,20.609,20.527,0.074,4.271,4.488,0.195,23.048,0.997,-3.869,81.334,1,0.146,1,3,15,Amp,,0.989
5,A5,0,AJC001-5-IPSC,ACTB,UNKNOWN,VIC,NFQ-MGB,20.466,20.527,0.074,4.65,4.488,0.195,23.048,0.997,-3.869,81.334,1,0.146,1,3,15,Amp,,0.988
6,A6,0,AJC001-5-IPSC,ACTB,UNKNOWN,VIC,NFQ-MGB,20.505,20.527,0.074,4.543,4.488,0.195,23.048,0.997,-3.869,81.334,1,0.146,1,3,15,Amp,,0.986
7,A7,0,522-266-2-IPSC,ACTB,UNKNOWN,VIC,NFQ-MGB,20.639,20.633,0.005,4.195,4.21,0.013,23.048,0.997,-3.869,81.334,1,0.146,1,3,16,Amp,,0.988
8,A8,0,522-266-2-IPSC,ACTB,UNKNOWN,VIC,NFQ-MGB,20.629,20.633,0.005,4.22,4.21,0.013,23.048,0.997,-3.869,81.334,1,0.146,1,3,16,Amp,,0.99
9,A9,0,522-266-2-IPSC,ACTB,UNKNOWN,VIC,NFQ-MGB,20.631,20.633,0.005,4.214,4.21,0.013,23.048,0.997,-3.869,81.334,1,0.146,1,3,15,Amp,,0.99
10,A10,0,,ACTB,STANDARD,VIC,NFQ-MGB,16.666,16.735,0.072,50,,,23.048,0.997,-3.869,81.334,1,0.146,1,3,12,Amp,,0.951
11,A11,0,,ACTB,STANDARD,VIC,NFQ-MGB,16.81,16.735,0.072,50,,,23.048,0.997,-3.869,81.334,1,0.146,1,3,12,Amp,,0.938
12,A12,0,,ACTB,STANDARD,VIC,NFQ-MGB,16.727,16.735,0.072,50,,,23.048,0.997,-3.869,81.334,1,0.146,1,3,12,Amp,,0.95
13,B1,0,AiW001-2-NPC,ACTB,UNKNOWN,VIC,NFQ-MGB,18.745,18.747,0.012,12.951,12.933,0.091,23.048,0.997,-3.869,81.334,1,0.146,1,3,13,Amp,,0.968
14,B2,0,AiW001-2-NPC,ACTB,UNKNOWN,VIC,NFQ-MGB,18.737,18.747,0.012,13.014,12.933,0.091,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.961
15,B3,0,AiW001-2-NPC,ACTB,UNKNOWN,VIC,NFQ-MGB,18.76,18.747,0.012,12.834,12.933,0.091,23.048,0.997,-3.869,81.334,1,0.146,1,3,13,Amp,,0.966
16,B4,0,AJC001-5-NPC,ACTB,UNKNOWN,VIC,NFQ-MGB,18.842,18.785,0.092,12.222,12.66,0.705,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.964
17,B5,0,AJC001-5-NPC,ACTB,UNKNOWN,VIC,NFQ-MGB,18.679,18.785,0.092,13.473,12.66,0.705,23.048,0.997,-3.869,81.334,1,0.146,1,3,13,Amp,,0.945
18,B6,0,AJC001-5-NPC,ACTB,UNKNOWN,VIC,NFQ-MGB,18.834,18.785,0.092,12.286,12.66,0.705,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.955
19,B7,0,522-266-2-NPC,ACTB,UNKNOWN,VIC,NFQ-MGB,18.669,18.793,0.108,13.555,12.604,0.827,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.961
20,B8,0,522-266-2-NPC,ACTB,UNKNOWN,VIC,NFQ-MGB,18.845,18.793,0.108,12.204,12.604,0.827,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.973
21,B9,0,522-266-2-NPC,ACTB,UNKNOWN,VIC,NFQ-MGB,18.866,18.793,0.108,12.052,12.604,0.827,23.048,0.997,-3.869,81.334,1,0.146,1,3,13,Amp,,0.988
22,B10,0,,ACTB,STANDARD,VIC,NFQ-MGB,18.641,18.884,0.222,12.5,,,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.944
23,B11,0,,ACTB,STANDARD,VIC,NFQ-MGB,18.934,18.884,0.222,12.5,,,23.048,0.997,-3.869,81.334,1,0.146,1,3,15,Amp,,0.957
24,B12,0,,ACTB,STANDARD,VIC,NFQ-MGB,19.077,18.884,0.222,12.5,,,23.048,0.997,-3.869,81.334,1,0.146,1,3,15,Amp,,0.969
25,C1,0,AiW001-2-DA4W,ACTB,UNKNOWN,VIC,NFQ-MGB,19.557,19.582,0.08,7.989,7.877,0.372,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.976
26,C2,0,AiW001-2-DA4W,ACTB,UNKNOWN,VIC,NFQ-MGB,19.517,19.582,0.08,8.18,7.877,0.372,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.976
27,C3,0,AiW001-2-DA4W,ACTB,UNKNOWN,VIC,NFQ-MGB,19.672,19.582,0.08,7.462,7.877,0.372,23.048,0.997,-3.869,81.334,1,0.146,1,3,15,Amp,,0.978
28,C4,0,AJC001-5-DA4W,ACTB,UNKNOWN,VIC,NFQ-MGB,19.162,19.196,0.074,10.103,9.91,0.433,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.957
29,C5,0,AJC001-5-DA4W,ACTB,UNKNOWN,VIC,NFQ-MGB,19.144,19.196,0.074,10.212,9.91,0.433,23.048,0.997,-3.869,81.334,1,0.146,1,3,13,Amp,,0.959
30,C6,0,AJC001-5-DA4W,ACTB,UNKNOWN,VIC,NFQ-MGB,19.281,19.196,0.074,9.414,9.91,0.433,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.964
31,C7,0,522-266-2-DA4W,ACTB,UNKNOWN,VIC,NFQ-MGB,19.216,19.269,0.048,9.784,9.487,0.272,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.961
32,C8,0,522-266-2-DA4W,ACTB,UNKNOWN,VIC,NFQ-MGB,19.279,19.269,0.048,9.427,9.487,0.272,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.957
33,C9,0,522-266-2-DA4W,ACTB,UNKNOWN,VIC,NFQ-MGB,19.311,19.269,0.048,9.25,9.487,0.272,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.975
34,C10,0,,ACTB,STANDARD,VIC,NFQ-MGB,20.822,21.004,0.165,3.125,,,23.048,0.997,-3.869,81.334,1,0.146,1,3,16,Amp,,0.976
35,C11,0,,ACTB,STANDARD,VIC,NFQ-MGB,21.047,21.004,0.165,3.125,,,23.048,0.997,-3.869,81.334,1,0.146,1,3,16,Amp,,0.973
36,C12,0,,ACTB,STANDARD,VIC,NFQ-MGB,21.144,21.004,0.165,3.125,,,23.048,0.997,-3.869,81.334,1,0.146,1,3,16,Amp,,0.971
37,D1,0,AiW001-2-DA6W,ACTB,UNKNOWN,VIC,NFQ-MGB,19.041,19.03,0.053,10.861,10.934,0.349,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.982
38,D2,0,AiW001-2-DA6W,ACTB,UNKNOWN,VIC,NFQ-MGB,18.972,19.03,0.053,11.314,10.934,0.349,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.975
39,D3,0,AiW001-2-DA6W,ACTB,UNKNOWN,VIC,NFQ-MGB,19.077,19.03,0.053,10.628,10.934,0.349,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.976
40,D4,0,AJC001-5-DA6W,ACTB,UNKNOWN,VIC,NFQ-MGB,19.249,19.302,0.058,9.596,9.301,0.322,23.048,0.997,-3.869,81.334,1,0.146,1,3,15,Amp,,0.978
41,D5,0,AJC001-5-DA6W,ACTB,UNKNOWN,VIC,NFQ-MGB,19.365,19.302,0.058,8.957,9.301,0.322,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.956
42,D6,0,AJC001-5-DA6W,ACTB,UNKNOWN,VIC,NFQ-MGB,19.292,19.302,0.058,9.351,9.301,0.322,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.946
43,D7,0,522-266-2-DA6W,ACTB,UNKNOWN,VIC,NFQ-MGB,18.986,19.056,0.084,11.223,10.773,0.533,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.964
44,D8,0,522-266-2-DA6W,ACTB,UNKNOWN,VIC,NFQ-MGB,19.033,19.056,0.084,10.912,10.773,0.533,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.956
45,D9,0,522-266-2-DA6W,ACTB,UNKNOWN,VIC,NFQ-MGB,19.149,19.056,0.084,10.185,10.773,0.533,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.958
46,D10,0,,ACTB,STANDARD,VIC,NFQ-MGB,23.025,23.242,0.191,0.781,,,23.048,0.997,-3.869,81.334,1,0.146,1,3,18,Amp,,0.973
47,D11,0,,ACTB,STANDARD,VIC,NFQ-MGB,23.314,23.242,0.191,0.781,,,23.048,0.997,-3.869,81.334,1,0.146,1,3,18,Amp,,0.971
48,D12,0,,ACTB,STANDARD,VIC,NFQ-MGB,23.386,23.242,0.191,0.781,,,23.048,0.997,-3.869,81.334,1,0.146,1,3,18,Amp,,0.973
49,E1,0,AiW002-2-IPSC,ACTB,UNKNOWN,VIC,NFQ-MGB,20.261,20.271,0.014,5.253,5.223,0.043,23.048,0.997,-3.869,81.334,1,0.146,1,3,15,Amp,,0.985
50,E2,0,AiW002-2-IPSC,ACTB,UNKNOWN,VIC,NFQ-MGB,20.287,20.271,0.014,5.175,5.223,0.043,23.048,0.997,-3.869,81.334,1,0.146,1,3,15,Amp,,0.988
51,E3,0,AiW002-2-IPSC,ACTB,UNKNOWN,VIC,NFQ-MGB,20.265,20.271,0.014,5.243,5.223,0.043,23.048,0.997,-3.869,81.334,1,0.146,1,3,15,Amp,,0.989
52,E4,0,AJG001C4-IPSC,ACTB,UNKNOWN,VIC,NFQ-MGB,19.917,19.882,0.03,6.449,6.583,0.116,23.048,0.997,-3.869,81.334,1,0.146,1,3,15,Amp,,0.994
53,E5,0,AJG001C4-IPSC,ACTB,UNKNOWN,VIC,NFQ-MGB,19.867,19.882,0.03,6.643,6.583,0.116,23.048,0.997,-3.869,81.334,1,0.146,1,3,15,Amp,,0.989
54,E6,0,AJG001C4-IPSC,ACTB,UNKNOWN,VIC,NFQ-MGB,19.863,19.882,0.03,6.656,6.583,0.116,23.048,0.997,-3.869,81.334,1,0.146,1,3,15,Amp,,0.986
55,E7,0,NCRM1-IPSC,ACTB,UNKNOWN,VIC,NFQ-MGB,19.977,20.052,0.067,6.222,5.955,0.238,23.048,0.997,-3.869,81.334,1,0.146,1,3,15,Amp,,0.991
56,E8,0,NCRM1-IPSC,ACTB,UNKNOWN,VIC,NFQ-MGB,20.073,20.052,0.067,5.877,5.955,0.238,23.048,0.997,-3.869,81.334,1,0.146,1,3,15,Amp,,0.989
57,E9,0,NCRM1-IPSC,ACTB,UNKNOWN,VIC,NFQ-MGB,20.105,20.052,0.067,5.765,5.955,0.238,23.048,0.997,-3.869,81.334,1,0.146,1,3,15,Amp,,0.988
58,E10,0,,ACTB,STANDARD,VIC,NFQ-MGB,25.253,25.41,0.154,0.195,,,23.048,0.997,-3.869,81.334,1,0.146,1,3,20,Amp,,0.972
59,E11,0,,ACTB,STANDARD,VIC,NFQ-MGB,25.42,25.41,0.154,0.195,,,23.048,0.997,-3.869,81.334,1,0.146,1,3,20,Amp,,0.978
60,E12,0,,ACTB,STANDARD,VIC,NFQ-MGB,25.559,25.41,0.154,0.195,,,23.048,0.997,-3.869,81.334,1,0.146,1,3,20,Amp,,0.97
61,F1,0,AiW002-2-NPC,ACTB,UNKNOWN,VIC,NFQ-MGB,19.039,19.012,0.025,10.87,11.048,0.161,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.976
62,F2,0,AiW002-2-NPC,ACTB,UNKNOWN,VIC,NFQ-MGB,18.991,19.012,0.025,11.186,11.048,0.161,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.963
63,F3,0,AiW002-2-NPC,ACTB,UNKNOWN,VIC,NFQ-MGB,19.006,19.012,0.025,11.087,11.048,0.161,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.967
64,F4,0,AJG001C4-NPC,ACTB,UNKNOWN,VIC,NFQ-MGB,19.285,19.298,0.031,9.389,9.323,0.173,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.955
65,F5,0,AJG001C4-NPC,ACTB,UNKNOWN,VIC,NFQ-MGB,19.274,19.298,0.031,9.453,9.323,0.173,23.048,0.997,-3.869,81.334,1,0.146,1,3,13,Amp,,0.97
66,F6,0,AJG001C4-NPC,ACTB,UNKNOWN,VIC,NFQ-MGB,19.333,19.298,0.031,9.127,9.323,0.173,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.968
67,F7,0,NCRM1-NPC,ACTB,UNKNOWN,VIC,NFQ-MGB,18.993,19.051,0.074,11.178,10.804,0.469,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.956
68,F8,0,NCRM1-NPC,ACTB,UNKNOWN,VIC,NFQ-MGB,19.026,19.051,0.074,10.957,10.804,0.469,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.954
69,F9,0,NCRM1-NPC,ACTB,UNKNOWN,VIC,NFQ-MGB,19.133,19.051,0.074,10.278,10.804,0.469,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.969
70,F10,0,,ACTB,STANDARD,VIC,NFQ-MGB,27.821,28.315,0.463,0.049,,,23.048,0.997,-3.869,81.334,1,0.146,1,3,23,Amp,,0.975
71,F11,0,,ACTB,STANDARD,VIC,NFQ-MGB,28.383,28.315,0.463,0.049,,,23.048,0.997,-3.869,81.334,1,0.146,1,3,23,Amp,,0.971
72,F12,0,,ACTB,STANDARD,VIC,NFQ-MGB,28.739,28.315,0.463,0.049,,,23.048,0.997,-3.869,81.334,1,0.146,1,3,24,Amp,,0.972
73,G1,0,AiW002-2-DA4W,ACTB,UNKNOWN,VIC,NFQ-MGB,19.422,19.462,0.053,8.656,8.457,0.265,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.987
74,G2,0,AiW002-2-DA4W,ACTB,UNKNOWN,VIC,NFQ-MGB,19.522,19.462,0.053,8.156,8.457,0.265,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.979
75,G3,0,AiW002-2-DA4W,ACTB,UNKNOWN,VIC,NFQ-MGB,19.441,19.462,0.053,8.56,8.457,0.265,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.978
76,G4,0,AJG001C4-DA4W,ACTB,UNKNOWN,VIC,NFQ-MGB,19.047,19.139,0.081,10.82,10.254,0.498,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.968
77,G5,0,AJG001C4-DA4W,ACTB,UNKNOWN,VIC,NFQ-MGB,19.17,19.139,0.081,10.057,10.254,0.498,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.97
78,G6,0,AJG001C4-DA4W,ACTB,UNKNOWN,VIC,NFQ-MGB,19.199,19.139,0.081,9.884,10.254,0.498,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.972
79,G7,0,NCRM1-DA4W,ACTB,UNKNOWN,VIC,NFQ-MGB,18.667,18.823,0.15,13.569,12.397,1.111,23.048,0.997,-3.869,81.334,1,0.146,1,3,13,Amp,,0.952
80,G8,0,NCRM1-DA4W,ACTB,UNKNOWN,VIC,NFQ-MGB,18.837,18.823,0.15,12.261,12.397,1.111,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.963
81,G9,0,NCRM1-DA4W,ACTB,UNKNOWN,VIC,NFQ-MGB,18.965,18.823,0.15,11.36,12.397,1.111,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.976
82,G10,0,,ACTB,STANDARD,VIC,NFQ-MGB,30.148,30.484,0.371,0.012,,,23.048,0.997,-3.869,81.334,1,0.146,1,3,25,Amp,,0.966
83,G11,0,,ACTB,STANDARD,VIC,NFQ-MGB,30.423,30.484,0.371,0.012,,,23.048,0.997,-3.869,81.334,1,0.146,1,3,25,Amp,,0.968
84,G12,0,,ACTB,STANDARD,VIC,NFQ-MGB,30.882,30.484,0.371,0.012,,,23.048,0.997,-3.869,81.334,1,0.146,1,3,26,Amp,,0.97
85,H1,0,AiW002-2-DA6W,ACTB,UNKNOWN,VIC,NFQ-MGB,19.356,19.517,0.14,9.001,8.2,0.7,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.981
86,H2,0,AiW002-2-DA6W,ACTB,UNKNOWN,VIC,NFQ-MGB,19.577,19.517,0.14,7.891,8.2,0.7,23.048,0.997,-3.869,81.334,1,0.146,1,3,15,Amp,,0.988
87,H3,0,AiW002-2-DA6W,ACTB,UNKNOWN,VIC,NFQ-MGB,19.617,19.517,0.14,7.708,8.2,0.7,23.048,0.997,-3.869,81.334,1,0.146,1,3,15,Amp,,0.979
88,H4,0,AJG001C4-DA6W,ACTB,UNKNOWN,VIC,NFQ-MGB,19.073,19.178,0.096,10.656,10.019,0.58,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.97
89,H5,0,AJG001C4-DA6W,ACTB,UNKNOWN,VIC,NFQ-MGB,19.2,19.178,0.096,9.878,10.019,0.58,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.969
90,H6,0,AJG001C4-DA6W,ACTB,UNKNOWN,VIC,NFQ-MGB,19.262,19.178,0.096,9.523,10.019,0.58,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.956
91,H7,0,NCRM1-DA6W,ACTB,UNKNOWN,VIC,NFQ-MGB,18.712,18.86,0.14,13.206,12.124,1.017,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.967
92,H8,0,NCRM1-DA6W,ACTB,UNKNOWN,VIC,NFQ-MGB,18.877,18.86,0.14,11.975,12.124,1.017,23.048,0.997,-3.869,81.334,1,0.146,1,3,14,Amp,,0.966
93,H9,0,NCRM1-DA6W,ACTB,UNKNOWN,VIC,NFQ-MGB,18.991,18.86,0.14,11.189,12.124,1.017,23.048,0.997,-3.869,81.334,1,0.146,1,3,13,Amp,,0.978
94,H10,0,,ACTB,STANDARD,VIC,NFQ-MGB,32.812,33.004,0.166,0.003,,,23.048,0.997,-3.869,81.334,1,0.146,1,3,27,Amp,,0.958
95,H11,0,,ACTB,STANDARD,VIC,NFQ-MGB,33.085,33.004,0.166,0.003,,,23.048,0.997,-3.869,81.334,1,0.146,1,3,28,Amp,,0.949
96,H12,0,,ACTB,STANDARD,VIC,NFQ-MGB,33.114,33.004,0.166,0.003,,,23.048,0.997,-3.869,81.334,1,0.146,1,3,28,Amp,,0.955
