,Target Name,Sample Name,filename,rq,rqMean,rqSD,rqSEM,Outliers,Group
0,PAX6,AiW002-2-,RELATIVE_example3_fx8.csv,0.02476305866191601,0.022303947065618685,0.003197734323936168,0.0018462127727214526,False,D0
1,PAX6,AiW002-2-,RELATIVE_example3_fx8.csv,0.02345978063279313,0.022303947065618685,0.003197734323936168,0.0018462127727214526,False,D0
2,PAX6,AiW002-2-,RELATIVE_example3_fx8.csv,0.01868900190214693,0.022303947065618685,0.003197734323936168,0.0018462127727214526,False,D0
3,PAX6,AiW002-2-,RELATIVE_example3_fx8.csv,0.007213090965494576,0.007265304995772236,0.0003939143528406465,0.0002274265576502045,False,D7
4,PAX6,AiW002-2-,RELATIVE_example3_fx8.csv,0.006900101662650905,0.007265304995772236,0.0003939143528406465,0.0002274265576502045,False,D7
5,PAX6,AiW002-2-,RELATIVE_example3_fx8.csv,0.007682722359171226,0.007265304995772236,0.0003939143528406465,0.0002274265576502045,False,D7
6,PAX6,KYOU-,RELATIVE_example3_fx8.csv,0.11868147494851297,0.11932212623961692,0.006527197435934249,0.0037684791966904737,False,D0
7,PAX6,KYOU-,RELATIVE_example3_fx8.csv,0.12614602634926722,0.11932212623961692,0.006527197435934249,0.0037684791966904737,False,D0
8,PAX6,KYOU-,RELATIVE_example3_fx8.csv,0.11313887742107058,0.11932212623961692,0.006527197435934249,0.0037684791966904737,False,D0
9,PAX6,KYOU-,RELATIVE_example3_fx8.csv,0.021639835363014313,0.020959536205051577,0.0007286249383053012,0.0004206718042688401,False,D7
10,PAX6,KYOU-,RELATIVE_example3_fx8.csv,0.021048092927023213,0.020959536205051577,0.0007286249383053012,0.0004206718042688401,False,D7
11,PAX6,KYOU-,RELATIVE_example3_fx8.csv,0.020190680325117217,0.020959536205051577,0.0007286249383053012,0.0004206718042688401,False,D7
12,PAX6,FX8-1-,RELATIVE_example3_fx8.csv,0.09626576719467542,0.09287261093995951,0.0031864840209190858,0.0018397174072460754,False,D0
13,PAX6,FX8-1-,RELATIVE_example3_fx8.csv,0.08994373885867482,0.09287261093995951,0.0031864840209190858,0.0018397174072460754,False,D0
14,PAX6,FX8-1-,RELATIVE_example3_fx8.csv,0.09240832676652826,0.09287261093995951,0.0031864840209190858,0.0018397174072460754,False,D0
15,PAX6,FX8-1-,RELATIVE_example3_fx8.csv,0.01964991206668942,0.02106024706337564,0.0012253162244656069,0.000707436652037634,False,D7
16,PAX6,FX8-1-,RELATIVE_example3_fx8.csv,0.021863477030483365,0.02106024706337564,0.0012253162244656069,0.000707436652037634,False,D7
17,PAX6,FX8-1-,RELATIVE_example3_fx8.csv,0.02166735209295413,0.02106024706337564,0.0012253162244656069,0.000707436652037634,False,D7
18,CAMK2A,AiW002-2-,RELATIVE_example3_fx8.csv,0.012641691581707373,0.012328408112569878,0.0004978774625895289,0.0002874496870495124,False,D0
19,CAMK2A,AiW002-2-,RELATIVE_example3_fx8.csv,0.012589225440339545,0.012328408112569878,0.0004978774625895289,0.0002874496870495124,False,D0
20,CAMK2A,AiW002-2-,RELATIVE_example3_fx8.csv,0.011754307315662713,0.012328408112569878,0.0004978774625895289,0.0002874496870495124,False,D0
21,CAMK2A,AiW002-2-,RELATIVE_example3_fx8.csv,0.017552658105157347,0.0182943419499116,0.0006999523308374377,0.0004041176666289007,False,D7
22,CAMK2A,AiW002-2-,RELATIVE_example3_fx8.csv,0.0189433242527941,0.0182943419499116,0.0006999523308374377,0.0004041176666289007,False,D7
23,CAMK2A,AiW002-2-,RELATIVE_example3_fx8.csv,0.018387043491783356,0.0182943419499116,0.0006999523308374377,0.0004041176666289007,False,D7
24,CAMK2A,KYOU-,RELATIVE_example3_fx8.csv,0.0009297733316902578,0.0010680594360197157,0.00012004492852326886,6.930797179775866e-05,False,D0
25,CAMK2A,KYOU-,RELATIVE_example3_fx8.csv,0.001128926022985251,0.0010680594360197157,0.00012004492852326886,6.930797179775866e-05,False,D0
26,CAMK2A,KYOU-,RELATIVE_example3_fx8.csv,0.001145478953383638,0.0010680594360197157,0.00012004492852326886,6.930797179775866e-05,False,D0
27,CAMK2A,KYOU-,RELATIVE_example3_fx8.csv,0.012858207370809864,0.01227377226355345,0.000761133822363093,0.00043944081723066057,False,D7
28,CAMK2A,KYOU-,RELATIVE_example3_fx8.csv,0.01141309063929308,0.01227377226355345,0.000761133822363093,0.00043944081723066057,False,D7
29,CAMK2A,KYOU-,RELATIVE_example3_fx8.csv,0.01255001878055741,0.01227377226355345,0.000761133822363093,0.00043944081723066057,False,D7
