,Target Name,Sample Name,NormQuant,NormMean,NormSD,NormSEM,Outliers,Region,Treatment
34,B2M,R8bisGP,1.0689589785727829,1.0,0.09752272274502528,0.06895897857278294,False,GP,Cocaine
35,B2M,V2GP,0.8836729429971627,1.0,0.16451130168436057,0.11632705700283724,False,GP,Cocaine
36,B2M,V2GP,1.1163270570028372,1.0,0.16451130168436057,0.11632705700283724,False,GP,Cocaine
37,B2M,V8GP,0.8328397109347233,1.0,0.2364003478863212,0.16716028906527663,False,GP,Cocaine
38,B2M,V8GP,1.1671602890652766,1.0,0.2364003478863212,0.16716028906527663,False,GP,Cocaine
39,B2M,B4bisSN,0.9977206121784434,1.0,0.0032235411711535175,0.002279387821556677,False,SN,Con
40,B2M,B4bisSN,1.0022793878215568,1.0,0.0032235411711535175,0.002279387821556677,False,SN,Con
41,B2M,R6 SN,1.0242483026188167,1.0,0.03429227842805764,0.024248302618816716,False,SN,Con
42,B2M,R6 SN,0.9757516973811833,1.0,0.03429227842805764,0.024248302618816716,False,SN,Con
43,B2M,V3 SN,0.8889218228973694,1.0,0.15708826454222088,0.11107817710263067,False,SN,Con
44,B2M,V3 SN,1.1110781771026308,1.0,0.15708826454222088,0.11107817710263067,False,SN,Con
45,B2M,V4 SN,0.9140291476519947,1.0,0.12158114535932399,0.08597085234800533,False,SN,Con
46,B2M,V4 SN,1.0859708523480054,1.0,0.12158114535932399,0.08597085234800533,False,SN,Con
47,B2M,R5bis SN,0.9506820566631689,1.0,0.11670095072643863,0.0673773253165946,False,SN,Cocaine
48,B2M,R5bis SN,0.9160545645330533,1.0,0.11670095072643863,0.0673773253165946,False,SN,Cocaine
49,B2M,R5bis SN,1.1332633788037776,1.0,0.11670095072643863,0.0673773253165946,False,SN,Cocaine
50,B2M,R6bisSN,0.9987107864202835,1.0,0.0018232233292305748,0.0012892135797164526,False,SN,Cocaine
51,B2M,R6bisSN,1.0012892135797165,1.0,0.0018232233292305748,0.0012892135797164526,False,SN,Cocaine
52,B2M,R8bisSN,1.0335871025526198,1.0,0.04749933595073095,0.03358710255261982,False,SN,Cocaine
53,B2M,R8bisSN,0.9664128974473801,1.0,0.04749933595073095,0.03358710255261982,False,SN,Cocaine
54,B2M,V2SN,0.7723492723492724,1.0,0.3219467465277629,0.2276507276507277,False,SN,Cocaine
55,B2M,V2SN,1.2276507276507278,1.0,0.3219467465277629,0.2276507276507277,False,SN,Cocaine
56,B2M,V8SN,1.177409061901723,1.0,0.2508943014293047,0.17740906190172304,False,SN,Cocaine
57,B2M,V8SN,0.8225909380982769,1.0,0.2508943014293047,0.17740906190172304,False,SN,Cocaine
58,NRXN3,B4bisNST,0.20570969039002815,0.25637314032971453,0.044774655743094006,0.02585065954614815,False,NST,Con
59,NRXN3,B4bisNST,0.272778447929232,0.25637314032971453,0.044774655743094006,0.02585065954614815,False,NST,Con
60,NRXN3,B4bisNST,0.29063128266988336,0.25637314032971453,0.044774655743094006,0.02585065954614815,False,NST,Con
61,NRXN3,B6NST,0.19516189058429473,0.23518173923830785,0.0726286964112281,0.04193219742391415,False,NST,Con
62,NRXN3,B6NST,0.19136583550427985,0.23518173923830785,0.0726286964112281,0.04193219742391415,False,NST,Con
63,NRXN3,B6NST,0.319017491626349,0.23518173923830785,0.0726286964112281,0.04193219742391415,False,NST,Con
64,NRXN3,R6 NST,0.3292813969106783,0.30548466532348334,0.0338314485437967,0.019532595923836,False,NST,Con
65,NRXN3,R6 NST,0.2667562122229684,0.30548466532348334,0.0338314485437967,0.019532595923836,False,NST,Con
66,NRXN3,R6 NST,0.32041638683680324,0.30548466532348334,0.0338314485437967,0.019532595923836,False,NST,Con
67,NRXN3,V3 NST,0.3310319545426773,0.284535956497831,0.046649494646523626,0.026933098291730424,False,NST,Con
68,NRXN3,V3 NST,0.23773446569316306,0.284535956497831,0.046649494646523626,0.026933098291730424,False,NST,Con
69,NRXN3,V3 NST,0.2848414492576526,0.284535956497831,0.046649494646523626,0.026933098291730424,False,NST,Con
70,NRXN3,V4 NST,0.33781278962001854,0.32590361445783134,0.016842117031041947,0.011909175162187202,False,NST,Con
71,NRXN3,V4 NST,0.31399443929564413,0.32590361445783134,0.016842117031041947,0.011909175162187202,False,NST,Con
72,NRXN3,R5bis NST,0.47783811087258493,0.4115839542029717,0.0813791990642156,0.04698430248616102,False,NST,Cocaine
73,NRXN3,R5bis NST,0.43616618259881296,0.4115839542029717,0.0813791990642156,0.04698430248616102,False,NST,Cocaine
74,NRXN3,R5bis NST,0.32074756913751734,0.4115839542029717,0.0813791990642156,0.04698430248616102,False,NST,Cocaine
75,NRXN3,R6bisNST,0.280172104697024,0.20200788813194692,0.06771988148290131,0.039098091803642626,False,NST,Cocaine
76,NRXN3,R6bisNST,0.16098960200788812,0.20200788813194692,0.06771988148290131,0.039098091803642626,False,NST,Cocaine
77,NRXN3,R6bisNST,0.16486195769092862,0.20200788813194692,0.06771988148290131,0.039098091803642626,False,NST,Cocaine
78,NRXN3,R8bisNST,0.462380538662033,0.42528236316246737,0.05246474293078294,0.037098175499565594,False,NST,Cocaine
79,NRXN3,R8bisNST,0.3881841876629018,0.42528236316246737,0.05246474293078294,0.037098175499565594,False,NST,Cocaine
80,NRXN3,V2NST,0.15629379704126656,0.16592265766934858,0.013617265290433911,0.00962886062808202,False,NST,Cocaine
81,NRXN3,V2NST,0.1755515182974306,0.16592265766934858,0.013617265290433911,0.00962886062808202,False,NST,Cocaine
82,NRXN3,V8NST,0.2564666103127642,0.18178360101437027,0.10561772462862463,0.0746830092983939,False,NST,Cocaine
83,NRXN3,V8NST,0.10710059171597636,0.18178360101437027,0.10561772462862463,0.0746830092983939,False,NST,Cocaine
84,NRXN3,B4bisGP,0.23269118505545824,0.2541155866900175,0.030298679357321976,0.021424401634559234,False,GP,Con
85,NRXN3,B4bisGP,0.2755399883245767,0.2541155866900175,0.030298679357321976,0.021424401634559234,False,GP,Con
86,NRXN3,R6 GP,0.7524033326212347,0.7455671864986113,0.00966777056097818,0.006836146122623343,False,GP,Con
87,NRXN3,R6 GP,0.738731040375988,0.7455671864986113,0.00966777056097818,0.006836146122623343,False,GP,Con
88,NRXN3,V3 GP,0.38227528412352196,0.41246699575249685,0.04269752805695377,0.03019171162897488,False,GP,Con
89,NRXN3,V3 GP,0.4426587073814717,0.41246699575249685,0.04269752805695377,0.03019171162897488,False,GP,Con
90,NRXN3,V4 GP,0.2618556701030928,0.2990979381443299,0.052668520557451574,0.037242268041237085,False,GP,Con
91,NRXN3,V4 GP,0.336340206185567,0.2990979381443299,0.052668520557451574,0.037242268041237085,False,GP,Con
92,NRXN3,R5bis GP,0.47943319838056675,0.5021052631578947,0.03206314149509856,0.02267206477732797,False,GP,Cocaine
93,NRXN3,R5bis GP,0.5247773279352227,0.5021052631578947,0.03206314149509856,0.02267206477732797,False,GP,Cocaine
94,NRXN3,R6bisGP,0.9122261923256177,0.9499766972192016,0.05338727600693823,0.03775050489358389,False,GP,Cocaine
95,NRXN3,R6bisGP,0.9877272021127855,0.9499766972192016,0.05338727600693823,0.03775050489358389,False,GP,Cocaine
96,NRXN3,R8bisGP,0.9463371468301625,0.9455154541432274,0.0011620489419664935,0.0008216926869351603,False,GP,Cocaine
97,NRXN3,R8bisGP,0.9446937614562921,0.9455154541432274,0.0011620489419664935,0.0008216926869351603,False,GP,Cocaine
98,NRXN3,V2GP,0.8506577250451379,0.7797265927263348,0.10031176931973199,0.07093113231880316,False,GP,Cocaine
99,NRXN3,V2GP,0.7087954604075316,0.7797265927263348,0.10031176931973199,0.07093113231880316,False,GP,Cocaine
100,NRXN3,V8GP,0.9803340836393792,0.9486435256486199,0.044817216909702966,0.03169055799075937,False,GP,Cocaine
101,NRXN3,V8GP,0.9169529676578605,0.9486435256486199,0.044817216909702966,0.03169055799075937,False,GP,Cocaine
102,NRXN3,B4bisSN,0.6987951807228916,0.7854119179420385,0.12249456450382394,0.08661673721914687,False,SN,Con
103,NRXN3,B4bisSN,0.8720286551611853,0.7854119179420385,0.12249456450382394,0.08661673721914687,False,SN,Con
104,NRXN3,R6 SN,0.8790817976075007,1.0784028451341738,0.2818825286786334,0.19932104752667312,False,SN,Con
105,NRXN3,R6 SN,1.277723892660847,1.0784028451341738,0.2818825286786334,0.19932104752667312,False,SN,Con
106,NRXN3,V3 SN,1.3926639496109672,1.3305668766209708,0.08781852280612483,0.06209707298999634,False,SN,Con
107,NRXN3,V3 SN,1.2684698036309745,1.3305668766209708,0.08781852280612483,0.06209707298999634,False,SN,Con
108,NRXN3,V4 SN,1.1642867657883116,1.0574856469895482,0.15103959068183143,0.10680111879876347,False,SN,Con
109,NRXN3,V4 SN,0.9506845281907846,1.0574856469895482,0.15103959068183143,0.10680111879876347,False,SN,Con
110,NRXN3,R5bis SN,1.1159496327387197,0.965346274921301,0.4876373817716805,0.2815375736328041,False,SN,Cocaine
111,NRXN3,R5bis SN,1.3599160545645328,0.965346274921301,0.4876373817716805,0.2815375736328041,False,SN,Cocaine
112,NRXN3,R5bis SN,0.4201731374606505,0.965346274921301,0.4876373817716805,0.2815375736328041,False,SN,Cocaine
113,NRXN3,R6bisSN,1.129351095831543,1.2982380747743876,0.23884225612919038,0.16888697894284474,False,SN,Cocaine
114,NRXN3,R6bisSN,1.4671250537172325,1.2982380747743876,0.23884225612919038,0.16888697894284474,False,SN,Cocaine
115,NRXN3,R8bisSN,0.38772951186744287,0.43931930138826686,0.05676742773389548,0.032774689683367185,False,SN,Cocaine
116,NRXN3,R8bisSN,0.5001343484102104,0.43931930138826686,0.05676742773389548,0.032774689683367185,False,SN,Cocaine
117,NRXN3,R8bisSN,0.43009404388714734,0.43931930138826686,0.05676742773389548,0.032774689683367185,False,SN,Cocaine
118,NRXN3,V2SN,1.0424116424116423,1.0196119196119195,0.14490664375873114,0.08366188978146863,False,SN,Cocaine
119,NRXN3,V2SN,1.1517671517671517,1.0196119196119195,0.14490664375873114,0.08366188978146863,False,SN,Cocaine
120,NRXN3,V2SN,0.8646569646569646,1.0196119196119195,0.14490664375873114,0.08366188978146863,False,SN,Cocaine
121,NRXN3,V8SN,2.2798340778557753,2.2978621569878745,0.02549555401215045,0.018028079132099473,False,SN,Cocaine
122,NRXN3,V8SN,2.3158902361199742,2.2978621569878745,0.02549555401215045,0.018028079132099473,False,SN,Cocaine
